0	0.000000000000000e+00	0.000000000000000e+00	-1.709012168656438e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-8.825300890229606e-13
1	9.999999999999992e-04	4.083039691256641e-13	-2.056626342676881e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-1.470341245733535e-12
2	1.999999999999999e-03	6.891775041801525e-13	-2.652493727510426e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-2.058919375189154e-12
3	2.999999999999999e-03	7.569369883416332e-13	-3.198044745082241e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-2.408400193425589e-12
4	4.000000000000000e-03	6.115331732744967e-13	-3.367004187299323e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-2.350246659143952e-12
5	5.000000000000000e-03	3.171748178801283e-13	-3.004409906008727e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-1.868645422033780e-12
6	6.000000000000000e-03	-8.839806894047018e-14	-2.100333542546892e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-9.962095086281885e-13
7	7.000000000000000e-03	-5.417039452819921e-13	-7.958760094125438e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	1.307153412685521e-13
8	8.000000000000000e-03	-1.005289380128567e-12	6.320194694918548e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	1.331662830771341e-12
9	9.000000000000001e-03	-1.436455265218456e-12	1.913095567271632e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	2.424373568117957e-12
10	1.000000000000000e-02	-1.783374471412711e-12	2.856629206460451e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	3.258531450467516e-12
11	1.100000000000000e-02	-1.978841797434746e-12	3.340430077340997e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	3.703832471929684e-12
12	1.200000000000000e-02	-1.990954893390728e-12	3.384568052113044e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	3.738738320049327e-12
13	1.300000000000000e-02	-1.853948456180192e-12	3.193200953832201e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	3.502910338218292e-12
14	1.400000000000000e-02	-1.490095793962226e-12	2.807769154153241e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	2.940021550499611e-12
15	1.500000000000000e-02	-9.032450606891670e-13	2.281456178083334e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	2.081383965065004e-12
16	1.600000000000000e-02	-1.768777865728102e-13	1.733978674802139e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	1.072300523931142e-12
17	1.700000000000000e-02	5.577707271071360e-13	1.294784873397580e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	1.108533064382116e-13
18	1.800000000000000e-02	1.153421168806752e-12	1.059964807408580e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-6.060576959188341e-13
19	1.900000000000000e-02	1.474703012934465e-12	1.049841362611333e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-9.325672644606789e-13
20	2.000000000000000e-02	1.498505106558224e-12	1.151580423410058e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-9.038315330001388e-13
21	2.100000000000000e-02	1.321890959944684e-12	1.191649496972222e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-7.065258057727028e-13
22	2.200000000000000e-02	9.109851864912550e-13	1.000629648186054e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-3.942622580717917e-13
23	2.300000000000000e-02	4.215509142455679e-13	6.641006803533831e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-7.861079755041217e-14
24	2.400000000000000e-02	1.114551443021884e-14	2.283693832007521e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	1.067839279591375e-13
25	2.500000000000000e-02	-2.323813315366838e-13	-2.639465991359270e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	9.607989383781311e-14
26	2.600000000000000e-02	-3.201595985392074e-13	-7.443536145747320e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-6.422295518575676e-14
27	2.700000000000000e-02	-2.914647801932154e-13	-1.192509828829271e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-3.243446474393747e-13
28	2.800000000000000e-02	-2.231306176164005e-13	-1.536589743814583e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-5.703609140831999e-13
29	2.900000000000000e-02	-1.982208868650059e-13	-1.665705699885918e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-6.619458378471181e-13
30	3.000000000000000e-02	-2.153233251241096e-13	-1.594795511589868e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-6.082255358084098e-13
31	3.100000000000000e-02	-2.770658593495777e-13	-1.272554011308010e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-3.800782063764713e-13
32	3.200000000000000e-02	-3.714846589118333e-13	-7.781836958947601e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-3.036767368690578e-14
33	3.300000000000000e-02	-4.663596290517473e-13	-2.786670608956135e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	3.224565775870434e-13
34	3.400000000000000e-02	-5.248917785052911e-13	7.121132011726801e-18	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	5.616651460887076e-13
35	3.500000000000000e-02	-5.201675360186253e-13	1.845181194493016e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	6.154522831787128e-13
36	3.600000000000000e-02	-4.849288815774791e-13	1.451605324539461e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	5.598894582069103e-13
37	3.700000000000000e-02	-4.141744921652148e-13	2.327671353785454e-18	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	4.261945353500883e-13
38	3.800000000000000e-02	-1.742012352148107e-13	1.560280548417215e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	2.547737762738940e-13
39	3.900000000000000e-02	3.528180194555224e-13	8.763937702301548e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	9.974977745398681e-14
40	4.000000000000000e-02	9.789512384103122e-13	1.916735082655638e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	1.084650215192581e-14
41	4.100000000000000e-02	1.504018808537740e-12	2.912519898924679e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-7.674038885990003e-27
42	4.200000000000000e-02	1.810868265403462e-12	3.506731317041545e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-8.077935669463161e-27
43	4.300000000000000e-02	1.880504025881024e-12	3.641580387356591e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	-5.654554968624213e-27
44	4.400000000000000e-02	1.784056195295883e-12	3.454809966539561e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	6.058451752097371e-28
45	4.514520170170608e-02	1.344608553471661e-12	2.603823267381901e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	3.635071051258422e-27
46	4.638661806123828e-02	6.126652375589385e-13	1.186421130932994e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	2.423380700838948e-27
47	4.764451990963389e-02	-1.531003179897714e-13	-2.964774909367094e-17	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	6.664296927307108e-27
48	4.891446709425815e-02	-6.864144433763847e-13	-1.329235853896476e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	5.048709793414476e-27
49	5.019054786527060e-02	-9.252909639623022e-13	-1.791818246911091e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	5.250658185151055e-27
50	5.146685844361959e-02	-1.040189260888219e-12	-2.014317842161928e-16	7.500000000000000e+03	2.000000000000000e+11	5.163977794943223e+03	4.240916226468159e-27
