0	0	0	5.51066e-21	2	1 -2.75533e-21 2.75533e-21
1	0.01	9.44499e-21	1.44318e-20	2	1 -5.37267e-22 1.38945e-20
2	0.02	4.86534e-20	6.90123e-20	2	1 -1.02991e-22 6.89093e-20
3	0.03	2.37695e-19	3.3619e-19	2	1 -1.94115e-23 3.36171e-19
4	0.04	1.1409e-18	1.61348e-18	2	1 -3.58254e-24 1.61348e-18
5	0.05	5.38806e-18	7.61987e-18	2	1 0 7.61987e-18
6	0.06	2.50402e-17	3.54122e-17	2	1 0 3.54122e-17
7	0.07	1.14517e-16	1.61952e-16	2	1 0 1.61952e-16
8	0.08	5.15334e-16	7.28792e-16	2	1 0 7.28792e-16
9	0.09	2.28138e-15	3.22636e-15	2	1 0 3.22636e-15
10	0.1	9.93203e-15	1.4046e-14	2	1 0 1.4046e-14
11	0.11	4.24982e-14	6.01015e-14	2	1 0 6.01015e-14
12	0.12	1.78599e-13	2.52577e-13	2	1 0 2.52577e-13
13	0.13	7.36489e-13	1.04155e-12	2	1 0 1.04155e-12
14	0.14	2.97683e-12	4.20988e-12	2	1 0 4.20988e-12
15	0.15	1.17786e-11	1.66575e-11	2	1 0 1.66575e-11
16	0.16	4.55588e-11	6.44299e-11	2	1 0 6.44299e-11
17	0.17	1.71997e-10	2.43241e-10	2	1 0 2.43241e-10
18	0.18	6.32752e-10	8.94847e-10	2	1 0 8.94847e-10
19	0.19	2.26447e-09	3.20245e-09	2	1 0 3.20245e-09
20	0.2	7.86968e-09	1.11294e-08	2	1 0 1.11294e-08
21	0.21	2.65107e-08	3.74919e-08	2	1 0 3.74919e-08
22	0.22	8.64105e-08	1.22203e-07	2	1 0 1.22203e-07
23	0.23	2.7201e-07	3.84681e-07	2	1 0 3.84681e-07
24	0.24	8.25396e-07	1.16729e-06	2	1 0 1.16729e-06
25	0.25	2.40972e-06	3.40786e-06	2	1 0 3.40786e-06
26	0.26	6.75538e-06	9.55356e-06	2	1 0 9.55356e-06
27	0.27	1.81486e-05	2.56661e-05	2	1 0 2.56661e-05
28	0.28	4.66294e-05	6.59439e-05	2	1 0 6.59439e-05
29	0.290001	0.000114332	0.000161689	2	1 0 0.000161689
30	0.300003	0.000266937	0.000377506	2	1 0 0.000377506
31	0.310006	0.000592116	0.000837379	2	1 0 0.000837379
32	0.320015	0.00124498	0.00176067	2	1 0 0.00176067
33	0.330032	0.00247578	0.00350129	2	1 0 0.00350129
34	0.340067	0.00464677	0.00657153	2	1 0 0.00657153
35	0.350133	0.00821699	0.0116206	2	1 0 0.0116206
36	0.36025	0.0136715	0.0193344	2	1 0 0.0193344
37	0.370446	0.0213831	0.0302402	2	1 0 0.0302402
38	0.380752	0.0314194	0.0444337	2	1 0 0.0444337
39	0.391206	0.0433395	0.0612913	2	1 0 0.0612913
40	0.401838	0.0560401	0.0792527	2	1 0 0.0792527
41	0.412663	0.0677452	0.0958061	2	1 0 0.0958061
42	0.423667	0.0762655	0.107856	2	1 0 0.107856
43	0.434806	0.0796967	0.112708	2	1 0 0.112708
44	0.445998	0.0775359	0.109652	2	1 0 0.109652
45	0.457156	0.0716372	0.10131	2	1 0 0.10131
46	0.46822	0.0658353	0.0931052	2	1 0 0.0931052
47	0.479194	0.063835	0.0902763	2	1 0 0.0902763
48	0.490136	0.0670356	0.0948026	2	1 0 0.0948026
49	0.501126	0.0740156	0.104674	2	1 0 0.104674
50	0.512221	0.0814681	0.115213	2	1 0 0.115213
51	0.530445	0.12102	-0.00113584	5	1 0.135873 0.134737
52	0.533463	0.108359	-0.025996	5	1 0.134148 0.108152
53	0.543301	0.110054	2.79397e-05	5	1 0.123031 0.123059
54	0.553374	0.111588	0.0191669	5	1 0.115176 0.134342
55	0.563496	0.11742	0.0185451	5	1 0.122007 0.140552
56	0.573545	0.123559	0.00524697	5	1 0.13552 0.140767
57	0.583544	0.123128	-0.00634353	5	1 0.140834 0.13449
58	0.593606	0.111651	-0.00654705	5	1 0.128104 0.121557
59	0.603826	0.09034	0.00288421	5	1 0.0995611 0.102445
60	0.614191	0.0649721	0.0125448	5	1 0.0663686 0.0789134
61	0.625272	0.0403279	0.0151263	5	1 0.0375248 0.0526511
62	0.634614	0.0239936	0.0124664	5	1 0.0205924 0.0330588
63	0.643868	0.0128885	0.00779685	5	1 0.0105113 0.0183082
64	0.653034	0.00634979	0.00341094	5	1 0.00539382 0.00880475
65	0.662128	0.00321707	1.69813e-05	5	1 0.00358831 0.00360529
66	0.671172	0.00238024	-0.00288074	5	1 0.00410156 0.00122082
67	0.680173	0.0030385	-0.00614077	5	1 0.00646753 0.000326757
68	0.689129	0.00470361	-0.0103896	5	1 0.0104536 6.40062e-05
69	0.698035	0.0070771	-0.0158092	5	1 0.015817 7.81771e-06
70	0.706883	0.00992152	-0.0221845	5	1 0.0221848 3.40489e-07
71	0.715144	0.0128108	-0.0286459	5	1 0.0286459 0
72	0.724789	0.0161781	-0.0361753	5	1 0.0361753 0
73	0.734367	0.0192202	-0.0429778	5	1 0.0429778 0
74	0.743894	0.0217091	-0.0485431	5	1 0.0485431 0
75	0.753382	0.0234698	-0.0524802	5	1 0.0524802 0
76	0.762852	0.0243522	-0.0544531	5	1 0.0544531 0
77	0.772325	0.0242224	-0.054163	5	1 0.054163 0
78	0.781823	0.0230028	-0.0514359	5	1 0.0514359 0
79	0.79137	0.0207423	-0.0463812	5	1 0.0463812 0
80	0.800982	0.0176671	-0.0395049	5	1 0.0395049 0
81	0.810671	0.0141585	-0.0316594	5	1 0.0316594 0
82	0.820435	0.0106549	-0.023825	5	1 0.023825 0
83	0.830268	0.00752794	-0.016833	5	1 0.016833 0
84	0.840157	0.00499899	-0.0111781	5	1 0.0111781 0
85	0.850087	0.00312613	-0.00699023	5	1 0.00699023 0
86	0.860046	0.00184499	-0.00412552	5	1 0.00412552 0
87	0.870023	0.00102992	-0.00230296	5	1 0.00230296 0
88	0.880011	0.000544923	-0.00121849	5	1 0.00121849 0
89	0.890005	0.00027379	-0.000612212	5	1 0.000612212 0
90	0.900002	0.000130861	-0.000292613	5	1 0.000292613 0
91	0.910001	5.95943e-05	-0.000133257	5	1 0.000133257 0
92	0.92	2.58974e-05	-5.79083e-05	5	1 5.79083e-05 0
93	0.93	1.07542e-05	-2.40471e-05	5	1 2.40471e-05 0
94	0.94	4.27332e-06	-9.55545e-06	5	1 9.55544e-06 -7.62634e-12
95	0.95	1.62693e-06	-3.63797e-06	5	1 3.63795e-06 -2.82175e-11
96	0.96	5.94133e-07	-1.32874e-06	5	1 1.32863e-06 -1.06642e-10
97	0.97	2.08228e-07	-4.66399e-07	5	1 4.66006e-07 -3.93043e-10
98	0.98	6.96507e-08	-1.58541e-07	5	1 1.57142e-07 -1.39852e-09
99	0.99	2.06576e-08	-5.58053e-08	5	1 5.09985e-08 -4.80675e-09
100	1	0	-3.18888e-08	5	1 1.59444e-08 -1.59444e-08
