0	0	0	8.13535e-10	2	1 -4.06767e-10 4.06767e-10
1	0.01	7.04208e-10	1.28034e-09	2	1 -1.4222e-10 1.13812e-09
2	0.02	2.16733e-09	3.1624e-09	2	1 -4.86669e-11 3.11374e-09
3	0.03	5.87559e-09	8.34196e-09	2	1 -1.6307e-11 8.32565e-09
4	0.04	1.53731e-08	2.17515e-08	2	1 -5.35213e-12 2.17462e-08
5	0.05	3.9213e-08	5.5459e-08	2	1 -1.72082e-12 5.54572e-08
6	0.06	9.75894e-08	1.38013e-07	2	1 -5.376e-13 1.38013e-07
7	0.07	2.36875e-07	3.34993e-07	2	1 -2.00972e-13 3.34993e-07
8	0.08	5.60471e-07	7.92626e-07	2	1 0 7.92626e-07
9	0.09	1.29199e-06	1.82715e-06	2	1 0 1.82715e-06
10	0.1	2.89989e-06	4.10106e-06	2	1 0 4.10106e-06
11	0.11	6.33375e-06	8.95727e-06	2	1 0 8.95727e-06
12	0.12	1.34532e-05	1.90257e-05	2	1 0 1.90257e-05
13	0.13	2.77711e-05	3.92743e-05	2	1 0 3.92743e-05
14	0.140001	5.56769e-05	7.8739e-05	2	1 0 7.8739e-05
15	0.150001	0.000108336	0.00015321	2	1 0 0.00015321
16	0.160003	0.000204445	0.000289129	2	1 0 0.000289129
17	0.170006	0.000373925	0.00052881	2	1 0 0.00052881
18	0.180011	0.000662359	0.000936717	2	1 0 0.000936717
19	0.190021	0.00113558	0.00160595	2	1 0 0.00160595
20	0.200037	0.00188319	0.00266323	2	1 0 0.00266323
21	0.210063	0.0030193	0.00426993	2	1 0 0.00426993
22	0.220106	0.00467843	0.0066163	2	1 0 0.0066163
23	0.230172	0.00700477	0.00990624	2	1 0 0.00990624
24	0.240272	0.0101343	0.0143321	2	1 0 0.0143321
25	0.250416	0.0141708	0.0200405	2	1 0 0.0200405
26	0.260619	0.0191585	0.0270942	2	1 0 0.0270942
27	0.270893	0.0250568	0.0354356	2	1 0 0.0354356
28	0.281254	0.0317203	0.0448593	2	1 0 0.0448593
29	0.291713	0.0388905	0.0549995	2	1 0 0.0549995
30	0.302278	0.0462043	0.0653428	2	1 0 0.0653428
31	0.312953	0.0532229	0.0752685	2	1 0 0.0752685
32	0.323734	0.0594866	0.0841268	2	1 0 0.0841268
33	0.334612	0.0645995	0.0913576	2	1 0 0.0913576
34	0.345568	0.0683313	0.0966351	2	1 0 0.0966351
35	0.356582	0.0707117	0.100001	2	1 0 0.100001
36	0.367634	0.0720719	0.101925	2	1 0 0.101925
37	0.378706	0.0729883	0.103221	2	1 0 0.103221
38	0.389793	0.0741236	0.104827	2	1 0 0.104827
39	0.400898	0.0760207	0.10751	2	1 0 0.10751
40	0.412032	0.0789409	0.111639	2	1 0 0.111639
41	0.423213	0.0828143	0.117117	2	1 0 0.117117
42	0.434455	0.0873039	0.123466	2	1 0 0.123466
43	0.445768	0.0919276	0.130005	2	1 0 0.130005
44	0.457156	0.0961748	0.136012	2	1 0 0.136012
45	0.468611	0.0995844	0.140834	2	1 0 0.140834
46	0.480122	0.10178	0.143939	2	1 0 0.143939
47	0.491668	0.102479	0.144927	2	1 0 0.144927
48	0.503225	0.101485	0.143522	2	1 0 0.143522
49	0.514763	0.0987495	0.139653	2	1 0 0.139653
50	0.526252	0.0944052	0.133509	2	1 0 0.133509
51	0.548959	0.0998246	-0.00864353	5	1 0.115929 0.107285
52	0.55064	0.100549	-0.0233921	5	1 0.124113 0.100721
53	0.560281	0.0985858	-0.0511179	5	1 0.135781 0.0846633
54	0.569691	0.0946963	-0.0779894	5	1 0.144868 0.066879
55	0.578897	0.0888604	-0.100019	5	1 0.149358 0.0493396
56	0.587943	0.0819366	-0.115623	5	1 0.149419 0.0337965
57	0.596878	0.0749695	-0.124903	5	1 0.14627 0.021367
58	0.605743	0.0688438	-0.129158	5	1 0.141549 0.0123907
59	0.61457	0.0641306	-0.130322	5	1 0.136861 0.00653944
60	0.623377	0.0609359	-0.130041	5	1 0.133149 0.00310799
61	0.63274	0.0586819	-0.128827	5	1 0.130022 0.00119501
62	0.640717	0.0570347	-0.126537	5	1 0.127035 0.000498309
63	0.648726	0.0547899	-0.122143	5	1 0.122328 0.00018563
64	0.656797	0.0512514	-0.11448	5	1 0.114541 6.05508e-05
65	0.664959	0.0460524	-0.102943	5	1 0.102959 1.68516e-05
66	0.673245	0.0393313	-0.0879397	5	1 0.0879436 3.86096e-06
67	0.681673	0.0317265	-0.0709412	5	1 0.0709419 6.95555e-07
68	0.690245	0.0241411	-0.053981	5	1 0.0539811 9.163e-08
