0	0	0	0	1	1
1	0.01	0	0	1	1
2	0.02	0	0	1	1
3	0.03	0	0	1	1
4	0.04	0	0	1	1
5	0.05	0	0	1	1
6	0.06	0	0	1	1
7	0.07	0	0	1	1
8	0.08	0	0	1	1
9	0.09	0	0	1	1
10	0.1	0	0	1	1
11	0.11	0	0	1	1
12	0.12	0	0	1	1
13	0.13	0	0	1	1
14	0.14	0	0	1	1
15	0.15	0	0	1	1
16	0.16	0	0	1	1
17	0.17	0	0	1	1
18	0.18	0	0	1	1
19	0.19	0	0	1	1
20	0.2	0	0	1	1
21	0.21	0	0	1	1
22	0.22	0	0	1	1
23	0.23	0	0	1	1
24	0.24	0	0	1	1
25	0.25	0	0	1	1
26	0.26	0	0	1	1
27	0.27	0	0	1	1
28	0.28	0	0	1	1
29	0.29	0	0	1	1
30	0.3	0	0	1	1
31	0.31	0	0	1	1
32	0.32	0	0	1	1
33	0.33	0	0	1	1
34	0.34	0	0	1	1
35	0.35	0	0	1	1
36	0.36	0	0	1	1
37	0.37	0	0	1	1
38	0.38	0	0	1	1
39	0.39	0	0	1	1
40	0.4	0	0	1	1
41	0.409055	-0.000806368	0.000806368	1	1
42	0.418148	-0.00486321	0.00486321	1	1
43	0.427332	-0.0149794	0.0149794	1	1
44	0.43667	-0.0314756	0.0314756	1	1
45	0.446193	-0.0510929	0.0510929	1	1
46	0.455889	-0.0692086	0.0692086	1	1
47	0.465718	-0.0828069	0.0828069	1	1
48	0.475632	-0.0914078	0.0914078	1	1
49	0.485593	-0.0961208	0.0961208	1	1
50	0.487044	-0.304664	0.0963433	0.1	1
51	0.49807	-0.308563	0.0975763	0.1	1
52	0.509103	-0.311273	0.0984331	0.1	1
53	0.520144	-0.312937	0.0989593	0.1	1
54	0.531184	-0.313442	0.0991189	0.1	1
55	0.542222	-0.312265	0.0987468	0.1	1
56	0.553247	-0.30843	0.0975341	0.1	1
57	0.564244	-0.30067	0.0950802	0.1	1
58	0.575197	-0.287798	0.0910097	0.1	1
59	0.586085	-0.269144	0.0851109	0.1	1
60	0.59689	-0.24487	0.0774347	0.1	1
61	0.607596	-0.216005	0.0683069	0.1	1
62	0.618197	-0.184267	0.0582703	0.1	1
63	0.628688	-0.151708	0.0479744	0.1	1
64	0.639076	-0.120348	0.0380573	0.1	1
65	0.649371	-0.0918605	0.0290488	0.1	1
66	0.659586	-0.067386	0.0213093	0.1	1
67	0.669737	-0.0474616	0.0150087	0.1	1
68	0.679839	-0.0320752	0.0101431	0.1	1
69	0.689905	-0.0207922	0.00657507	0.1	1
70	0.699946	-0.012928	0.00408819	0.1	1
71	0.709971	-0.00771238	0.00243887	0.1	1
72	0.719985	-0.00441671	0.00139669	0.1	1
73	0.729992	-0.00242992	0.000768408	0.1	1
74	0.739997	-0.0012854	0.00040648	0.1	1
75	0.749999	-0.000654415	0.000206944	0.1	1
76	0.76	-0.000320963	0.000101497	0.1	1
77	0.77	-0.000151803	4.80044e-05	0.1	1
78	0.78	-6.92986e-05	2.19141e-05	0.1	1
79	0.79	-3.05627e-05	9.66477e-06	0.1	1
80	0.8	-1.30339e-05	4.12168e-06	0.1	1
81	0.81	-5.37951e-06	1.70115e-06	0.1	1
82	0.82	-2.15059e-06	6.80076e-07	0.1	1
83	0.83	-8.33403e-07	2.63545e-07	0.1	1
84	0.84	-3.133e-07	9.90741e-08	0.1	1
85	0.85	-1.14335e-07	3.6156e-08	0.1	1
86	0.86	-4.05332e-08	1.28177e-08	0.1	1
87	0.87	-1.39679e-08	4.41703e-09	0.1	1
88	0.88	-4.68179e-09	1.48051e-09	0.1	1
89	0.89	-1.52725e-09	4.82959e-10	0.1	1
90	0.9	-4.85143e-10	1.53416e-10	0.1	1
91	0.91	-1.5015e-10	4.74816e-11	0.1	1
92	0.92	-4.53005e-11	1.43253e-11	0.1	1
93	0.93	-1.33295e-11	4.21517e-12	0.1	1
94	0.94	-3.82712e-12	1.21024e-12	0.1	1
95	0.95	-1.07268e-12	3.39212e-13	0.1	1
96	0.96	-2.93626e-13	9.28554e-14	0.1	1
97	0.97	-7.85136e-14	2.48396e-14	0.1	1
98	0.98	-2.04526e-14	6.5163e-15	0.1	1
99	0.99	-4.92665e-15	1.76099e-15	0.1	1
100	1	0	8.29865e-16	0.1	1
